VOGUE PLUS;7200517;B   5        17;BIDE C/3 FUROS 
VOGUE PLUS;7052517;CP  525      17;CONJ.BACIA C/CAIXA ACOPL. 
VOGUE PLUS;7100517;P   5        17;BACIA CONV. 
VOGUE PLUS;7105117;P   51       17;BACIA
VOGUE PLUS;7305117;LC   51       17;LAVATORIO 550X470MM 
VOGUE PLUS;73510CS;LCS 510      17;LAVATORIO 455X355MM
