MONTE CARLO;7200817;B   8        17;BIDE C/ 3 FUROS
MONTE CARLO;7082817;CP  828      17;CONJ.BACIA C/CAIXA ACOPL. 
MONTE CARLO;7100817;P   8        17;BACIA CONV. 
MONTE CARLO;7308117;LC  81       17;LAVATORIO 575X445MM 
MONTE CARLO;73081CS;LCS 81       17;LAVATORIO 575X445MM 
MONTE CARLO;7308217;L   82       17;LAVATORIO SEMI-ENC.575X  445MM 
MONTE CARLO;7404017;L   40       17;CUBA SOBREPOR 575X445MM  
